id,name,sectype,currency,exchange,minvol,maxvol,meanvol,medianvol
1231,BUR,,,,0.437807,0.484628,0.459049,0.455201
1232,BURL,,,,0.117119,1.44842,0.344183,0.306155
1233,BUSE,,,,0.097793,2.0711,0.347775,0.259976
1234,BUYZ,,,,0.241361,0.800824,0.376369,0.348435
1235,BV,,,,0.189616,1.47901,0.515526,0.472954
1236,BVH,,,,0.0939601,6.20249,0.694654,0.467351
1237,BVN,,,,0.152421,2.9811,0.460849,0.403031
1238,BVXV,,,,0.213531,6.04659,0.768899,0.570055
1239,BW,,,,0.196507,9.76985,1.05912,0.713674
1240,BWA,,,,0.119923,2.94195,0.36196,0.289331
1241,BWACU,,,,,,,
1242,BWAY,,,,0.262591,1.32921,0.580584,0.526341
1243,BWB,,,,0.100539,1.03116,0.332394,0.250836
1244,BWEN,,,,0.239463,15.7506,0.948801,0.641937
1245,BWFG,,,,0.0476445,1.27534,0.271177,0.243279
1246,BWG,,,,0.012665,0.836296,0.134962,0.11449
1247,BWL.A,,,,,,,
1248,BWMX,,,,0.657501,1.95345,1.11005,0.93883
1249,BWX,,,,0.0323738,2.89161,0.112877,0.0771573
1250,BWXT,,,,0.0888234,0.929085,0.26719,0.233127
1251,BWZ,,,,0.0245767,0.202235,0.0735176,0.0690801
1252,BX,,,,0.116554,1.74455,0.392593,0.320696
1253,BXC,,,,0.170248,9.5995,0.768785,0.566308
1254,BXG,,,,0.198617,1.61888,0.607159,0.497914
1255,BXMT,,,,0.0579559,9.65078,0.537145,0.321241
1256,BXMX,,,,0.0378499,1.10338,0.167964,0.125801
1257,BXP,,,,0.0804715,1.49684,0.250961,0.18835
1258,BXP-B,,,,,,,
1259,BXRX,,,,0.552778,2.16555,1.20905,1.07337
1260,BXS,,,,0.103462,1.61177,0.310097,0.254767
1261,BXS-A,,,,,,,
1262,BY,,,,0.109069,1.1837,0.355745,0.259415
1263,BYD,,,,0.134142,2.21222,0.490731,0.41865
1264,BYFC,,,,0.077219,2.89126,0.807731,0.625671
1265,BYLD,,,,0.0176179,0.311483,0.0420262,0.0346052
1266,BYM,,,,0.0137304,1.0524,0.124488,0.0986818
1267,BYND,,,,0.335148,1.79167,0.837735,0.834311
1268,BYSI,,,,0.286283,1.23831,0.714122,0.698264
1269,BZH,,,,0.157961,6.74784,0.578968,0.422772
1270,BZM,,,,0.0525559,0.940934,0.210238,0.173836
1271,BZQ,,,,0.20279,6.83925,0.774543,0.566693
1272,BZUN,,,,0.374381,1.12523,0.658698,0.613663
1273,C,,,,0.107501,1.20533,0.316079,0.266845
1274,CAAP,,,,0.29922,2.02893,0.656675,0.534878
1275,CAAS,,,,0.110807,3.82269,0.674601,0.580275
1276,CABA,,,,0.541609,1.87844,1.05006,1.01904
1277,CABO,,,,0.107824,0.929503,0.251466,0.213215
1278,CAC,,,,0.104896,1.35944,0.341292,0.269108
1279,CACC,,,,0.0944109,3.01384,0.499546,0.426263
1280,CACG,,,,0.0484752,0.833803,0.178584,0.138009
1281,CACI,,,,0.0604276,1.91362,0.331827,0.300588
1282,CADE,,,,0.149828,2.01538,0.460347,0.335665
1283,CAE,,,,0.105456,1.69949,0.323151,0.269584
1284,CAF,,,,0.0761712,1.52739,0.343535,0.285734
1285,CAG,,,,0.0796623,2.11679,0.249722,0.211946
1286,CAH,,,,0.09382,1.38905,0.305382,0.257027
1287,CAI,,,,0.133015,1.81456,0.515407,0.43989
1288,CAI-A,,,,,,,
1289,CAI-B,,,,,,,
1290,CAJ,,,,0.0741533,8.91323,0.346506,0.257043
1291,CAKE,,,,0.103037,1.85114,0.385859,0.321564
1292,CAL,,,,0.158335,2.51308,0.478778,0.395241
1293,CALA,,,,0.280559,1.98608,0.854514,0.769098
1294,CALB,,,,0.0369284,1.17261,0.248589,0.164561
1295,CALF,,,,0.0919898,0.885562,0.251056,0.20671
1296,CALM,,,,0.0981406,2.24177,0.414759,0.352712
1297,CALT,,,,0.47154,0.963386,0.667392,0.611892
1298,CALX,,,,0.198585,1.37392,0.513788,0.448805
1299,CAMP,,,,0.134403,2.45089,0.667002,0.566483
1300,CAMT,,,,0.173175,2.49319,0.622342,0.510211
1301,CAN,,,,0.432869,2.18754,1.21484,1.12727
1302,CANE,,,,0.106154,0.635313,0.255589,0.237518
1303,CANF,,,,0.197167,11.4578,1.01177,0.63207
1304,CANG,,,,0.235752,1.78371,0.63482,0.625544
1305,CAPAW,,,,,,,
1306,CAPE,,,,0.0370297,0.785448,0.14969,0.124016
1307,CAPL,,,,0.063138,2.59035,0.333023,0.249927
1308,CAPR,,,,0.247663,10.1187,1.62215,0.985624
1309,CAR,,,,0.161029,2.31946,0.502081,0.433718
1310,CARA,,,,0.230845,2.07469,0.689628,0.600346
1311,CARE,,,,,,,
1312,CARG,,,,0.201323,1.53488,0.510632,0.454464
1313,CARR,,,,0.263388,1.18316,0.487526,0.454076
1314,CARS,,,,0.216478,1.85373,0.586315,0.432134
1315,CARV,,,,0.0667354,12.583,1.09459,0.854968
1316,CARZ,,,,0.0851099,0.858049,0.211971,0.180496
1317,CAS.U,,,,,,,
1318,CASA,,,,0.248903,1.439,0.717741,0.667771
1319,CASH,,,,,,,
1320,CASI,,,,0.156327,10.8718,1.06297,0.729473
1321,CASS,,,,0.0742249,1.86426,0.344193,0.291315
1322,CASY,,,,0.0968109,2.01266,0.317426,0.281974
1323,CAT,,,,0.097779,2.126,0.325942,0.281356
1324,CATB,,,,0.339581,3.40668,0.95339,0.822374
1325,CATC,,,,0.0549477,3.2666,0.278147,0.227217
1326,CATH,,,,0.0429204,0.869911,0.157575,0.114697
1327,CATM,,,,0.136828,2.6512,0.507482,0.376613
1328,CATO,,,,0.154832,1.23245,0.447269,0.4112
1329,CATY,,,,0.103668,2.08254,0.377403,0.29332
1330,CB,,,,0.0681167,3.25028,0.293889,0.22409
1331,CBAN,,,,0.10635,2.27266,0.533505,0.441346
1332,CBAT,,,,0.270675,10.4654,1.01508,0.828586
1333,CBAY,,,,0.325176,4.10857,0.895362,0.731163
1334,CBB,,,,0.028802,6.68393,0.53001,0.414288
1335,CBB-B,,,,,,,
1336,CBD,,,,0.156437,1.58669,0.419267,0.37811
1337,CBFV,,,,0.026426,0.692519,0.255502,0.23014
1338,CBH,,,,0.0531473,1.34754,0.170061,0.114395
1339,CBIO,,,,0.129804,8.34236,0.804397,0.503496
1340,CBLI,,,,0.247957,12.1418,0.972252,0.679834
1341,CBLS,,,,,,,
1342,CBMG,,,,0.0725278,2.66395,0.763093,0.669673
1343,CBNK,,,,0.178535,2.29423,0.521216,0.400413
1344,CBOE,,,,0.0919118,0.943937,0.230358,0.20546
1345,CBON,,,,0.0327091,0.180093,0.0716383,0.0647705
1346,CBPO,,,,0.0349953,1.21643,0.441921,0.411926
1347,CBRE,,,,0.085594,4.57937,0.456182,0.323821
1348,CBRL,,,,0.073191,1.75866,0.325844,0.273061
1349,CBSE,,,,,,,
1350,CBSH,,,,0.056419,1.19283,0.235338,0.19447
1351,CBT,,,,0.103956,2.06379,0.343085,0.292168
1352,CBTX,,,,0.105534,1.85717,0.354913,0.252151
1353,CBU,,,,0.0722207,2.12126,0.28592,0.228263
1354,CBZ,,,,0.110669,2.38842,0.443011,0.322874
1355,CC,,,,0.195104,1.72951,0.611422,0.519687
1356,CCA.W,,,,,,,
1357,CCAC,,,,0.0633446,0.362051,0.108007,0.0809228
1358,CCAP,,,,0.154409,1.75929,0.586157,0.27463
1359,CCB,,,,0.117618,2.14975,0.50796,0.362444
1360,CCBG,,,,0.10306,2.061,0.389297,0.328103
1361,CCC,,,,0.02431,0.919025,0.347195,0.269611
1362,CCCC,,,,0.470878,0.87312,0.653806,0.598381
1363,CCD,,,,0.0520602,1.68776,0.216111,0.16321
1364,CCEP,,,,0.0886905,3.18784,0.306739,0.235587
1365,CCF,,,,0.0907528,32.5113,0.602724,0.324094
1366,CCI,,,,0.0682907,2.09979,0.392003,0.254014
1367,CCI.U,,,,,,,
1368,CCI.W,,,,,,,
1369,CCIV,,,,0.102895,0.252405,0.219816,0.227093
1370,CCJ,,,,0.083047,3.24991,0.417867,0.370556
1371,CCK,,,,0.0848106,2.18902,0.361785,0.259535
1372,CCL,,,,0.100465,2.43521,0.370059,0.276182
1373,CCLP,,,,0.208617,2.52857,0.541896,0.443608
1374,CCM,,,,0.0605853,1.84115,0.505902,0.460248
1375,CCMP,,,,0.117001,1.71266,0.411575,0.33136
1376,CCNC,,,,0.0832884,3.47348,1.39609,1.06573
1377,CCNE,,,,0.100295,2.61176,0.359357,0.286816
1378,CCNEP,,,,0.0759144,0.111015,0.0981861,0.10219
1379,CCO,,,,0.129798,2.53847,0.521054,0.403896
1380,CCOI,,,,0.109708,8.24105,0.64911,0.395385
1381,CCON,,,,0.165322,0.299258,0.235693,0.238379
1382,CCOR,,,,,,,
1383,CCR,,,,0.121566,1.40514,0.471782,0.439019
1384,CCRC,,,,0.233421,1.87281,0.817315,0.756036
1385,CCRN,,,,0.188499,2.01374,0.475202,0.409042
1386,CCRV,,,,,,,
1387,CCS,,,,0.150028,2.26077,0.409065,0.362326
1388,CCU,,,,0.0835956,3.80322,0.286868,0.240628
1389,CCX,,,,0.0402524,0.402161,0.176426,0.151845
1390,CCX.U,,,,,,,
1391,CCX.W,,,,,,,
1392,CCXI,,,,0.191373,4.34148,0.677984,0.592137
1393,CCZ,,,,0.0852872,1.26662,0.455942,0.414921
1394,CD,,,,0.496251,0.677724,0.602509,0.635927
1395,CDAK,,,,0.727822,1.43702,1.24537,1.30285
1396,CDAY,,,,0.142753,1.19079,0.467887,0.458782
1397,CDC,,,,0.0262901,0.347853,0.121037,0.109186
1398,CDE,,,,0.216858,9.74993,0.700147,0.583418
1399,CDEV,,,,0.23667,3.30011,0.70091,0.496955
1400,CDK,,,,0.0843208,0.86777,0.250658,0.214349
1401,CDL,,,,0.0380904,0.92301,0.151809,0.11033
1402,CDLX,,,,0.308415,2.29741,0.786283,0.718575
1403,CDMO,,,,0.307298,1.34995,0.69758,0.683439
1404,CDMOP,,,,0.0713878,1.46687,0.283345,0.211253
1405,CDNA,,,,0.240199,1.85884,0.737008,0.679441
1406,CDNS,,,,0.0923141,2.10922,0.407738,0.329516
1407,CDOR,,,,,,,
1408,CDR,,,,0.0856253,5.03386,0.552693,0.329864
1409,CDR-B,,,,,,,
1410,CDR-C,,,,,,,
1411,CDTX,,,,0.258774,1.57648,0.647379,0.580771
1412,CDW,,,,0.113111,1.05138,0.268748,0.237598
1413,CDXC,,,,0.261604,1.6745,0.655747,0.607056
1414,CDXS,,,,0.21306,2.18664,0.604718,0.547943
1415,CDZI,,,,0.0973676,9.64617,0.640327,0.48663
1416,CE,,,,0.112769,1.93163,0.356101,0.300711
1417,CEA,,,,0.120599,3.02663,0.524542,0.457685
1418,CECE,,,,0.148438,1.74967,0.613765,0.539714
1419,CEE,,,,0.0869204,1.40854,0.270198,0.21948
1420,CEF,,,,0.0928407,1.0768,0.26568,0.249023
1421,CEFD,,,,0.100738,0.253693,0.171269,0.154436
1422,CEFS,,,,0.0354132,0.895611,0.118803,0.0692592
1423,CEI,,,,0.504344,15.7385,1.96645,1.4876
1424,CEIX,,,,0.258221,2.26908,0.672897,0.462671
1425,CEL,,,,0.131801,1.31388,0.397661,0.340732
1426,CEL.P,,,,,,,
1427,CELC,,,,0.259506,1.44537,0.62871,0.581158
1428,CELH,,,,0.185919,3.58148,1.15631,0.825169
1429,CELP,,,,0.200426,1.80109,0.606551,0.535908
1430,CEM,,,,0.0740869,6.74836,0.367243,0.198133
1431,CEMB,,,,0.0208569,0.308644,0.0659478,0.0557012
1432,CEMI,,,,0.143241,2.35366,0.515539,0.399799
1433,CEN,,,,0.0233563,3.41608,0.345298,0.24876
1434,CENT,,,,0.123929,3.18516,0.455771,0.390464
1435,CENTA,,,,0.132401,1.8219,0.435784,0.359253
1436,CENX,,,,0.175567,2.49956,0.661389,0.580828
1437,CEO,,,,0.115575,1.50295,0.350576,0.305351
1438,CEPU,,,,0.275419,2.49222,0.679377,0.557658
1439,CEQ.P,,,,,,,
1440,CEQP,,,,0.138457,9.75182,0.6571,0.35313
1441,CERC,,,,0.289231,2.96474,1.04736,0.888211
1442,CERE,,,,0.180377,0.606641,0.353719,0.350407
1443,CEREW,,,,,,,
1444,CERN,,,,0.0943397,2.09054,0.407929,0.318216
1445,CERS,,,,0.164501,2.63973,0.631136,0.557397
1446,CET,,,,0.0541655,0.960925,0.18404,0.157031
1447,CETX,,,,0.268051,8.63353,1.62394,0.871119
1448,CETXP,,,,,,,
1449,CETXW,,,,,,,
1450,CEV,,,,0.0288057,1.14997,0.147747,0.117238
1451,CEVA,,,,0.108067,1.2454,0.447589,0.414071
1452,CEW,,,,0.0286625,0.403925,0.0829675,0.0753687
1453,CEY,,,,0.0731977,0.652765,0.172919,0.145393
1454,CEZ,,,,0.0686899,0.702539,0.168422,0.143874
1455,CF,,,,0.119773,6.6632,0.480474,0.385106
1456,CFA,,,,0.0383809,0.878317,0.150656,0.121528
1457,CFACU,,,,,,,
1458,CFB,,,,0.133294,1.71719,0.616783,0.525948
1459,CFBI,,,,0.0340131,1.04649,0.280436,0.197194
1460,CFBK,,,,0.0800451,0.862836,0.364188,0.31358
1461,CFCV,,,,0.153773,0.392321,0.267465,0.256829
1462,CFFI,,,,0.0941288,2.07689,0.377999,0.29732
1463,CFFN,,,,0.0579433,3.53924,0.217818,0.172029
1464,CFG,,,,0.133033,1.58214,0.324609,0.272451
1465,CFG-D,,,,,,,
1466,CFG-E,,,,,,,
1467,CFII,,,,0.634117,0.642327,0.637543,0.636184
1468,CFIIU,,,,0.0344464,0.699991,0.202173,0.0473472
1469,CFIIW,,,,,,,
1470,CFMS,,,,0.318074,1.95844,0.891945,0.783845
1471,CFO,,,,0.0370368,0.276643,0.125093,0.113092
1472,CFR,,,,0.0842011,2.04067,0.289573,0.221966
1473,CFR-B,,,,,,,
1474,CFRX,,,,0.393275,10.1961,1.09228,0.819299
1475,CFX,,,,0.119696,1.79413,0.422878,0.342732
1476,CFXA,,,,0.194677,1.57849,0.457075,0.328815
1477,CG,,,,0.132622,1.34877,0.333605,0.298126
1478,CGA,,,,0.176179,10.106,0.684694,0.532862
1479,CGBD,,,,0.0578148,2.27094,0.309367,0.184349
1480,CGC,,,,0.298071,5.64389,0.845959,0.755818
1481,CGEN,,,,0.170474,2.26831,0.622023,0.541279
1482,CGIX,,,,0.314972,14.9834,1.20202,0.804786
1483,CGNX,,,,0.133549,2.8592,0.471665,0.403449
1484,CGO,,,,0.0664568,1.43033,0.193372,0.156653
1485,CGRO,,,,0.0652033,0.618885,0.122374,0.0809799
1486,CGROU,,,,0.0542405,1.08864,0.23919,0.173453
1487,CGROW,,,,,,,
1488,CGW,,,,0.0574161,1.00683,0.19301,0.157242
1489,CHA,,,,0.0910079,1.64746,0.334253,0.283975
1490,CHAD,,,,0.0893705,1.08357,0.273296,0.24089
1491,CHAQ,,,,0.0543907,0.284287,0.16853,0.143474
1492,CHAU,,,,0.180792,1.80504,0.552102,0.473466
1493,CHB,,,,0.244277,0.282276,0.269654,0.27185
1494,CHCI,,,,0.25636,5.32647,0.990162,0.735228
1495,CHCO,,,,0.0882029,1.49374,0.358766,0.286734
1496,CHCT,,,,0.0997975,1.9619,0.304004,0.235552
1497,CHD,,,,0.0591887,2.9012,0.273701,0.212031
1498,CHDN,,,,0.0785819,2.08869,0.350187,0.299446
1499,CHE,,,,0.0862345,2.04651,0.280505,0.242421
1500,CHEF,,,,0.162323,3.24385,0.471133,0.36725
1501,CHEK,,,,0.38872,4.08757,0.957791,0.744371
1502,CHEKZ,,,,,,,
1503,CHEP,,,,0.0537192,0.528396,0.191456,0.174651
1504,CHF.U,,,,,,,
1505,CHFS,,,,0.392508,13.5078,1.93098,1.06279
1506,CHGG,,,,0.162091,0.984122,0.44501,0.406769
1507,CHGX,,,,0.0602076,0.758424,0.215217,0.188307
1508,CHH,,,,0.0857686,1.98341,0.331489,0.277801
1509,CHI,,,,0.0597745,1.53674,0.172738,0.136337
1510,CHIC,,,,0.0999258,0.587621,0.269246,0.252926
1511,CHIE,,,,0.130065,0.910501,0.298601,0.265128
1512,CHIH,,,,0.171006,0.752543,0.332065,0.320273
1513,CHII,,,,0.122457,0.745527,0.315159,0.277106
1514,CHIK,,,,0.176917,0.832969,0.387307,0.362297
1515,CHIL,,,,0.166486,0.555977,0.278706,0.258429
1516,CHIM,,,,0.134037,2.92083,0.377522,0.317802
1517,CHIQ,,,,0.0936538,0.708213,0.245408,0.208514
1518,CHIR,,,,0.190928,0.620614,0.34959,0.341935
1519,CHIS,,,,0.129634,0.590498,0.28204,0.25718
1520,CHIU,,,,0.145451,0.833277,0.382526,0.322615
1521,CHIX,,,,0.111739,0.731686,0.269091,0.240383
1522,CHKP,,,,0.0761632,2.49721,0.444902,0.29016
1523,CHL,,,,0.0838786,4.18384,0.354454,0.289262
1524,CHMA,,,,0.291196,2.42116,0.744896,0.650094
1525,CHM-A,,,,,,,
1526,CHM-B,,,,,,,
1527,CHMG,,,,0.0906139,1.65067,0.318953,0.264885
1528,CHMI,,,,0.0610172,2.83941,0.246438,0.158619
1529,CHN,,,,0.0548354,1.32853,0.295408,0.258956
1530,CHNA,,,,0.156026,0.602598,0.279525,0.264
1531,CHNG,,,,0.285932,1.3314,0.523836,0.415937
1532,CHNGU,,,,0.229255,1.17122,0.429128,0.339267
1533,CHNR,,,,0.23513,6.93493,1.11615,0.849409
1534,CHPM,,,,0.0760782,0.202937,0.15021,0.153368
1535,CHPMW,,,,,,,
1536,CHRA,,,,0.293992,2.34787,0.914252,0.818557
1537,CHRS,,,,0.204711,1.26013,0.659264,0.630206
1538,CHRW,,,,0.0863305,2.0016,0.303479,0.26188
1539,CHS,,,,0.10219,2.29938,0.575983,0.495304
1540,CHSCL,,,,,,,
1541,CHSCM,,,,0.0495433,1.43018,0.151807,0.103085
1542,CHSCN,,,,0.0468157,1.52696,0.159115,0.120954
1543,CHSCO,,,,0.0358563,0.886582,0.116996,0.0920994
1544,CHSCP,,,,0.0278008,0.507089,0.112911,0.102278
1545,CHT,,,,0.0570494,1.58342,0.190694,0.129679
1546,CHTR,,,,0.0830384,0.729498,0.268077,0.248923
1547,CHU,,,,0.145645,1.63192,0.400481,0.356291
1548,CHUY,,,,0.160318,2.057,0.435726,0.399447
1549,CHW,,,,0.0615497,1.25748,0.180191,0.147235
1550,CHWY,,,,0.38106,1.10905,0.634915,0.572721
1551,CHX,,,,0.237267,2.90318,0.645311,0.43353
1552,CHY,,,,0.0519765,1.46497,0.176985,0.141523
1553,CI,,,,0.107987,4.591,0.351536,0.27322
1554,CIA,,,,0.103167,1.70812,0.488252,0.430679
1555,CIB,,,,0.105333,1.60536,0.388346,0.31155
1556,CIBR,,,,,,,
1557,CID,,,,0.0587692,0.772739,0.162693,0.133552
1558,CIDM,,,,0.166315,9.33193,0.894125,0.667178
1559,CIEN,,,,0.169922,2.76062,0.630006,0.531745
1560,CIF,,,,0.0526259,1.2263,0.20616,0.174449
1561,CIG,,,,0.168481,3.34623,0.513033,0.449122
1562,CIG.C,,,,,,,
1563,CIGI,,,,0.101342,1.91866,0.342607,0.286801
1564,CIH,,,,0.473587,1.63381,0.935168,0.895141
1565,CII,,,,0.045058,1.03836,0.177965,0.131747
1566,CIIC,,,,0.0460446,2.09007,0.329015,0.116053
1567,CIICU,,,,0.0532902,2.3243,0.858983,0.93146
1568,CIICW,,,,,,,
1569,CIK,,,,0.0465352,0.994034,0.201805,0.160595
1570,CIL,,,,0.0572857,0.797079,0.171056,0.138451
1571,CIM,,,,0.0614983,6.69426,0.404971,0.227425
1572,CIM-A,,,,,,,
1573,CIM-B,,,,,,,
1574,CIM-C,,,,,,,
1575,CIM-D,,,,,,,
1576,CINF,,,,0.0684272,3.32369,0.261765,0.190202
1577,CINR,,,,0.0733101,1.02733,0.30285,0.272575
1578,CIO,,,,0.0562969,1.14316,0.260327,0.208479
1579,CIO-A,,,,,,,
1580,CIR,,,,0.136788,2.13355,0.422415,0.369209
1581,CIT,,,,0.0754943,1.91969,0.313599,0.250747
1582,CIT-B,,,,,,,
1583,CIVB,,,,0.0251013,9.0609,0.426361,0.340997
1584,CIX,,,,0.126559,1.18302,0.429391,0.384239
1585,CIXX,,,,0.0674629,1.55562,0.269346,0.222561
1586,CIZ,,,,0.0461326,0.698653,0.133788,0.113756
1587,CIZN,,,,0.107172,1.63899,0.367048,0.308505
1588,C-J,,,,,,,
1589,CJJD,,,,0.173186,2.06067,0.72384,0.630686
1590,C-K,,,,,,,
1591,CKH,,,,0.104613,2.03004,0.315281,0.274834
1592,CKPT,,,,0.0573935,2.0167,0.963994,0.92885
1593,CKX,,,,0.120697,2.64476,0.620702,0.492539
1594,CL,,,,0.0625952,2.9168,0.246848,0.180377
1595,CLA,,,,0.151819,0.156167,0.153872,0.154348
1596,CLA.U,,,,,,,
1597,CLA.W,,,,,,,
1598,CLAR,,,,0.145901,1.00802,0.400198,0.352903
1599,CLB,,,,0.138608,2.90351,0.451424,0.37663
1600,CLBK,,,,0.0392265,0.781657,0.247279,0.199085
1601,CLBS,,,,0.234592,10.5667,0.914972,0.670996
1602,CLCT,,,,0.0615049,4.52626,0.49622,0.381493
1603,CLDB,,,,0.0289607,1.01716,0.304952,0.255629
1604,CLDR,,,,0.289813,1.37191,0.580316,0.467153
1605,CLDT,,,,0.102882,1.80797,0.30858,0.231823
1606,CLDX,,,,0.267639,3.3976,0.85246,0.766733
1607,CLEU,,,,,,,
1608,CLF,,,,0.102507,3.0056,0.551732,0.466703
1609,CLFD,,,,0.174126,2.56067,0.708888,0.634223
1610,CLGN,,,,0.0,4.82089,0.616236,0.590335
1611,CLGX,,,,0.0935618,3.04864,0.366402,0.278577
1612,CLH,,,,0.106603,3.0115,0.344739,0.285828
1613,CLI,,,,0.0710288,1.88079,0.266876,0.20814
1614,CLI.U,,,,,,,
1615,CLI.W,,,,,,,
1616,CLII,,,,,,,
1617,CLIR,,,,0.317981,2.90692,0.803975,0.703364
1618,CLIX,,,,0.110613,1.07585,0.259848,0.197851
1619,CLLS,,,,0.253564,1.27959,0.585957,0.529516
1620,CLM,,,,0.0490649,5.99014,0.283558,0.208377
1621,CLMT,,,,0.126754,2.51706,0.49608,0.397722
1622,CLNC,,,,0.0987357,2.6699,0.537171,0.272662
1623,CLNE,,,,0.230674,1.96837,0.621848,0.558347
1624,CLN-G,,,,,,,
1625,CLN-H,,,,,,,
1626,CLN-I,,,,,,,
1627,CLN-J,,,,,,,
1628,CLNY,,,,0.0805838,2.46034,0.470579,0.300277
1629,CLOU,,,,0.132712,0.705914,0.351686,0.332853
1630,CLPR,,,,0.131404,1.53788,0.429282,0.352403
1631,CLPS,,,,0.257659,3.11981,1.05645,0.821843
1632,CLPT,,,,0.250277,2.87999,0.830469,0.720994
1633,CLR,,,,0.157774,2.90647,0.57056,0.447961
1634,CLRB,,,,0.236774,9.56599,1.01279,0.843848
1635,CLRBZ,,,,,,,
1636,CLRO,,,,0.129424,2.12688,0.508261,0.395124
1637,CLS,,,,0.11287,2.08595,0.468865,0.405686
1638,CLSD,,,,0.355155,3.06114,0.94152,0.827594
1639,CLSK,,,,1.55302e-08,9.027,1.3573,1.12752
1640,CLSN,,,,0.270897,6.87555,1.00654,0.736416
1641,CLTL,,,,0.00136516,0.0286532,0.0084327,0.00654744
1642,CLVS,,,,0.260439,3.56978,0.806111,0.668913
1643,CLW,,,,0.088706,2.16023,0.438618,0.350522
1644,CLWT,,,,0.201869,4.58406,1.07697,0.851312
1645,CLX,,,,0.0589239,2.08598,0.234126,0.182153
1646,CLXT,,,,0.322793,1.66972,0.816763,0.805138
1647,CM,,,,0.0672267,5.37488,0.268748,0.195452
1648,CMA,,,,0.0886289,1.44926,0.324711,0.254132
1649,CMBM,,,,0.338354,1.23481,0.844357,0.856096
1650,CMBS,,,,0.0231665,0.304869,0.0490276,0.0419104
1651,CMC,,,,0.0866181,2.87118,0.408513,0.344246
1652,CMCL,,,,0.191018,1.29356,0.546138,0.52105
1653,CMCM,,,,0.288164,1.98307,0.645909,0.586872
1654,CMCO,,,,0.137784,1.3891,0.457395,0.389305
1655,CMCSA,,,,0.0844644,2.14692,0.324527,0.264555
1656,CMCT,,,,0.0639196,7.0479,0.363048,0.249062
1657,CMCTP,,,,0.320267,1.23647,0.845331,0.909834
1658,CMD,,,,0.124111,1.81163,0.465916,0.37009
1659,CMDY,,,,0.0665305,0.38388,0.147559,0.131321
1660,CME,,,,0.0973291,2.08787,0.30262,0.240248
1661,CMF,,,,0.0120699,2.89432,0.0829897,0.0376982
1662,CMFNL,,,,0.0340119,1.76627,0.240029,0.0953714
1663,CMG,,,,0.101828,1.06603,0.360125,0.32946
1664,CMI,,,,0.0778607,2.93566,0.372166,0.308612
1665,CMLF,,,,,,,
1666,CMLFU,,,,0.0971781,0.378929,0.157641,0.124029
1667,CMLFW,,,,,,,
1668,CMLS,,,,,,,
1669,CMO,,,,0.0654467,2.16716,0.337935,0.259747
1670,CMO-E,,,,,,,
1671,CMP,,,,0.0782385,1.34365,0.310001,0.250964
1672,CMPI,,,,0.655621,1.16072,0.987517,0.941401
1673,CMPR,,,,0.378769,1.94633,0.855378,0.823539
1674,CMPS,,,,0.768606,1.42509,1.01786,1.05005
1675,CMR-B,,,,,,,
1676,CMR-C,,,,,,,
1677,CMR-D,,,,,,,
1678,CMRE,,,,0.116576,1.30409,0.408991,0.336968
1679,CMR-E,,,,,,,
1680,CMRX,,,,0.20794,4.89396,0.685048,0.577297
1681,CMS,,,,0.0666951,1.19186,0.241147,0.191361
1682,CMSA,,,,,,,
1683,CMS-B,,,,,,,
1684,CMSC,,,,0.0415723,0.995443,0.150279,0.091175
1685,CMSD,,,,0.0245009,1.12684,0.17129,0.102253
1686,CMT,,,,0.144896,2.46238,0.682975,0.563253
1687,CMTL,,,,0.0918931,2.01564,0.522407,0.449986
1688,CMU,,,,0.0447704,1.18546,0.167221,0.139561
1689,CN,,,,0.0951864,0.768206,0.251671,0.232573
1690,C-N,,,,,,,
1691,CNA,,,,0.069929,3.21556,0.283322,0.208463
1692,CNBKA,,,,0.0561766,1.3893,0.31017,0.27242
1693,CNBS,,,,0.250143,0.923615,0.456529,0.401365
1694,CNC,,,,0.109099,2.92952,0.465079,0.367761
1695,CNCE,,,,0.258101,1.55579,0.658486,0.595198
1696,CNCR,,,,0.162312,0.832754,0.322417,0.291096
1697,CNDT,,,,0.126532,2.02301,0.602804,0.386513
1698,CNET,,,,0.17541,6.91469,1.04778,0.856398
1699,CNF,,,,0.318412,1.22915,0.622314,0.581852
1700,CNFR,,,,0.224971,1.30279,0.594174,0.512115
1701,CNFRL,,,,0.232911,1.68305,0.585359,0.473402
1702,CNHI,,,,0.117747,1.12233,0.339487,0.30235
1703,CNI,,,,0.0861877,2.94934,0.279208,0.225462
1704,CNK,,,,0.121982,2.74019,0.349526,0.265654
1705,CNMD,,,,0.0823113,1.68117,0.350542,0.291551
1706,CNNE,,,,0.138156,1.30643,0.305668,0.270333
1707,CNO,,,,0.0745408,4.0642,0.424856,0.290053
1708,CNO-A,,,,,,,
1709,CNOB,,,,0.0934879,2.2223,0.353968,0.278909
1710,CNP,,,,0.085641,1.53273,0.231517,0.199372
1711,CNP-B,,,,,,,
1712,CNQ,,,,0.1208,2.10571,0.395015,0.334738
1713,CNR,,,,0.172263,2.1512,0.481915,0.406064
1714,CNRG,,,,0.112453,0.949785,0.323884,0.255705
1715,CNS,,,,0.105224,1.58406,0.360119,0.300241
1716,CNSL,,,,0.0748809,1.47321,0.361632,0.301289
1717,CNSP,,,,0.430824,2.28122,1.0931,1.01403
1718,CNST,,,,0.341788,2.02568,0.871622,0.821357
